creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,filename,category
all-type|conteudo|paramount-600mb|contrate-agora,120227575733460409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120227575733460409_120227575733460409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120227575733460409_120227575733460409_facebook_9.mp4,6812,45.0,"R$ 105,03",07/05/2025,28/05/2025,707505037025219_120227575733460409_120227575733460409_facebook_9.jpg,
oferta-99,120212500228090409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212500228090409_120212500228090409_facebook_9.jpeg,,6792,95.0,"R$ 104,97",13/06/2024,14/06/2024,707505037025219_120212500228090409_120212500228090409_facebook_9.jpeg,
oferta,120217280526750370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120217280526750370_120217280526750370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120217280526750370_120217280526750370_facebook_9.mp4,6772,51.0,"R$ 104,61",10/10/2024,21/11/2024,5006651156112143_120217280526750370_120217280526750370_facebook_9.jpg,
mion-vizinho-curioso|ultraestabilidade|estabilidade|saiba-mais,120221999891060409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221999891060409_120221999891060409_facebook_9.jpeg,,6757,24.0,"R$ 104,55",26/03/2025,08/05/2025,707505037025219_120221999891060409_120221999891060409_facebook_9.jpeg,
btl,120216236675690197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216236675690197_120216236675690197_facebook_9.jpeg,,6757,46.0,"R$ 104,24",02/10/2024,01/11/2024,1008236073176348_120216236675690197_120216236675690197_facebook_9.jpeg,
mes-do-cliente,120214906709720409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120214906709720409_120214906709720409_facebook_9.jpeg,,6749,46.0,"R$ 104,17",25/09/2024,01/10/2024,707505037025219_120214906709720409_120214906709720409_facebook_9.jpeg,
mion-controle-pipoca|filmes-series-games|ferias|contrate,120221214085630409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221214085630409_120221214085630409_facebook_9.jpeg,,6736,19.0,"R$ 104,15",13/03/2025,06/05/2025,707505037025219_120221214085630409_120221214085630409_facebook_9.jpeg,
iza-sorrindo-celular|oferta|500mb-foco-wpp|contrate-agora,120240947844030409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120240947844030409_120240947844030409_facebook_9.jpeg,,6632,59.0,"R$ 104,05",15/12/2025,10/02/2026,707505037025219_120240947844030409_120240947844030409_facebook_9.jpeg,
flash-mes-emp-sofia-v1,120233592935050379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/584486016365317_120233592935050379_120233592935050379_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/584486016365317_120233592935050379_120233592935050379_facebook_9.mp4,6609,122.0,"R$ 103,94",15/10/2025,22/10/2025,584486016365317_120233592935050379_120233592935050379_facebook_9.jpg,
frame-4,120237612065680379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120237612065680379_120237612065680379_facebook_9.jpeg,,6601,80.0,"R$ 103,73",23/12/2025,02/02/2026,584486016365317_120237612065680379_120237612065680379_facebook_9.jpeg,
black-friday-99,120216182019170409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120216182019170409_120216182019170409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120216182019170409_120216182019170409_facebook_9.mp4,6562,37.0,"R$ 103,62",18/11/2024,02/12/2024,707505037025219_120216182019170409_120216182019170409_facebook_9.jpg,
iza-sorrindo-celular|oferta|500mb-foco-wpp|contrate-agora,120225334533250409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225334533250409_120225334533250409_facebook_9.jpeg,,6556,58.0,"R$ 103,28",05/05/2025,22/05/2025,707505037025219_120225334533250409_120225334533250409_facebook_9.jpeg,
300mb,23859537518730408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23859537518730408_23859537518730408_facebook_9.jpeg,,6548,17.0,"R$ 103,20",06/09/2023,07/09/2023,707505037025219_23859537518730408_23859537518730408_facebook_9.jpeg,
all-type|oferta|mes-do-cliente|contrate-agora-e-aproveite,120236046938150409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120236046938150409_120236046938150409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120236046938150409_120236046938150409_facebook_9.mp4,6535,65.0,"R$ 103,12",23/09/2025,01/10/2025,707505037025219_120236046938150409_120236046938150409_facebook_9.jpg,
black-friday-99,120216187114310409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120216187114310409_120216187114310409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120216187114310409_120216187114310409_facebook_9.mp4,6533,58.0,"R$ 102,64",18/11/2024,05/12/2024,707505037025219_120216187114310409_120216187114310409_facebook_9.jpg,
paloma-plano-as-cegas,120232616736110197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120232616736110197_120232616736110197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120232616736110197_120232616736110197_facebook_9.mp4,6527,210.0,"R$ 102,48",25/06/2025,28/06/2025,1008236073176348_120232616736110197_120232616736110197_facebook_9.jpg,
meta,23856417388850408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23856417388850408_23856417388850408_facebook_9.jpeg,,6520,23.0,"R$ 102,25",22/06/2023,25/07/2023,707505037025219_23856417388850408_23856417388850408_facebook_9.jpeg,
the-last-of-us|conteudo|hbo-max-1gb|chame-no-whats,120240350753350409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240350753350409_120240350753350409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240350753350409_120240350753350409_facebook_9.mp4,6519,86.0,"R$ 102,16",04/12/2025,22/01/2026,707505037025219_120240350753350409_120240350753350409_facebook_9.jpg,
kv-hero,120238598881010197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120238598881010197_120238598881010197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120238598881010197_120238598881010197_facebook_9.mp4,6514,94.0,"R$ 102,01",19/09/2025,15/01/2026,1008236073176348_120238598881010197_120238598881010197_facebook_9.jpg,
bbb-iza-pipoca|conteudo|ferias|contrate-agora,120242539605680409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120242539605680409_120242539605680409_facebook_9.jpeg,,6509,29.0,"R$ 101,90",26/01/2026,10/02/2026,707505037025219_120242539605680409_120242539605680409_facebook_9.jpeg,
oferta,120217276709090370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120217276709090370_120217276709090370_facebook_9.jpeg,,6508,18.0,"R$ 101,83",10/10/2024,17/11/2024,5006651156112143_120217276709090370_120217276709090370_facebook_9.jpeg,
all-type,23858877032050408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858877032050408_23858877032050408_facebook_9.jpeg,,6477,5.0,"R$ 101,76",21/08/2023,23/08/2023,707505037025219_23858877032050408_23858877032050408_facebook_9.jpeg,
meta,23854718015780408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23854718015780408_23854718015780408_facebook_9.jpeg,,6477,14.0,"R$ 101,76",18/04/2023,17/05/2023,707505037025219_23854718015780408_23854718015780408_facebook_9.jpeg,
step-3,120231284899580379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120231284899580379_120231284899580379_facebook_9.jpeg,,6446,99.0,"R$ 101,73",01/09/2025,29/10/2025,584486016365317_120231284899580379_120231284899580379_facebook_9.jpeg,
the-last-of-us|conteudo|max-1gb|chame-no-whats,120225831489540409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225831489540409_120225831489540409_facebook_9.jpeg,,6445,27.0,"R$ 101,60",07/05/2025,22/05/2025,707505037025219_120225831489540409_120225831489540409_facebook_9.jpeg,
mulheres-ceo-perrengue,120228898398470379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/584486016365317_120228898398470379_120228898398470379_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/584486016365317_120228898398470379_120228898398470379_facebook_9.mp4,6396,54.0,"R$ 101,55",23/07/2025,01/09/2025,584486016365317_120228898398470379_120228898398470379_facebook_9.jpg,
type-mulher-camisa-listada|qualidade|contrate-facil|contrate-rapido,120222243409690409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222243409690409_120222243409690409_facebook_9.jpeg,,6371,45.0,"R$ 101,41",28/03/2025,08/02/2026,707505037025219_120222243409690409_120222243409690409_facebook_9.jpeg,
iza-sorrindo-celular|oferta|600mb-foco-wpp|contrate-agora,120234635102360409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120234635102360409_120234635102360409_facebook_9.jpeg,,6366,68.0,"R$ 101,35",26/08/2025,23/09/2025,707505037025219_120234635102360409_120234635102360409_facebook_9.jpeg,
wifi-users,120216535270140409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120216535270140409_120216535270140409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120216535270140409_120216535270140409_facebook_9.mp4,6346,61.0,"R$ 101,09",28/11/2024,05/12/2024,707505037025219_120216535270140409_120216535270140409_facebook_9.jpg,
familia-notebook|qualidade|pais-700mb-choice|contrate-agora,120232242374700409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120232242374700409_120232242374700409_facebook_9.jpeg,,6326,21.0,"R$ 100,91",22/07/2025,18/08/2025,707505037025219_120232242374700409_120232242374700409_facebook_9.jpeg,
meta,23855713312900408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855713312900408_23855713312900408_facebook_9.jpeg,,6181,5.0,"R$ 100,84",02/06/2023,08/06/2023,707505037025219_23855713312900408_23855713312900408_facebook_9.jpeg,
mion-notebook|turbine-agora|home-office|conheca-ofertas,120221214085730409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221214085730409_120221214085730409_facebook_9.jpeg,,6178,49.0,"R$ 100,39",13/03/2025,12/05/2025,707505037025219_120221214085730409_120221214085730409_facebook_9.jpeg,
iza-apontando-portal|oferta|naked-500mb|contrate-agora,120225733924290409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225733924290409_120225733924290409_facebook_9.jpeg,,6120,92.0,"R$ 100,28",05/05/2025,02/07/2025,707505037025219_120225733924290409_120225733924290409_facebook_9.jpeg,
type-iza-torcendo-notebook|qualidade|home-office|contrate-agora,120228391399260409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120228391399260409_120228391399260409_facebook_9.jpeg,,6119,38.0,"R$ 100,21",19/05/2025,08/02/2026,707505037025219_120228391399260409_120228391399260409_facebook_9.jpeg,
oferta-129,120216648301960409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120216648301960409_120216648301960409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120216648301960409_120216648301960409_facebook_9.mp4,6106,23.0,"R$ 99,34",03/12/2024,06/01/2025,707505037025219_120216648301960409_120216648301960409_facebook_9.jpg,
300-2g,120212204296060409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212204296060409_120212204296060409_facebook_9.jpeg,,6095,64.0,"R$ 99,32",04/06/2024,15/06/2024,707505037025219_120212204296060409_120212204296060409_facebook_9.jpeg,
mion-mao-bolso|eleve-o-nivel|novo-portfolio|saiba-mais,120219445363230409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120219445363230409_120219445363230409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120219445363230409_120219445363230409_facebook_9.mp4,6017,33.0,"R$ 98,62",28/02/2025,18/03/2025,707505037025219_120219445363230409_120219445363230409_facebook_9.jpg,
luisaramirezz-v1,120218361657660379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/584486016365317_120218361657660379_120218361657660379_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/584486016365317_120218361657660379_120218361657660379_facebook_9.mp4,5947,35.0,"R$ 98,55",25/03/2025,17/04/2025,584486016365317_120218361657660379_120218361657660379_facebook_9.jpg,
mion-elementos|imperdivel|naked-600mb|contratar-agora,120216676364410409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216676364410409_120216676364410409_facebook_9.jpeg,,5939,17.0,"R$ 98,43",04/12/2024,10/03/2025,707505037025219_120216676364410409_120216676364410409_facebook_9.jpeg,
facebook,120207093397320197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120207093397320197_120207093397320197_facebook_9.jpeg,,5928,34.0,"R$ 98,20",16/01/2024,22/01/2024,1008236073176348_120207093397320197_120207093397320197_facebook_9.jpeg,
gamers,120240565346280409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120240565346280409_120240565346280409_facebook_9.jpeg,,5907,2.0,"R$ 98,17",08/12/2025,11/12/2025,707505037025219_120240565346280409_120240565346280409_facebook_9.jpeg,
2gb,120208633120580409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120208633120580409_120208633120580409_facebook_9.jpeg,,5900,9.0,"R$ 97,90",05/03/2024,07/03/2024,707505037025219_120208633120580409_120208633120580409_facebook_9.jpeg,
type-iza-torcendo-notebook|oferta|naked-1gb|contrate-agora-e-aproveite,120242055747690409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120242055747690409_120242055747690409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120242055747690409_120242055747690409_facebook_9.mp4,5886,57.0,"R$ 97,53",14/01/2026,10/02/2026,707505037025219_120242055747690409_120242055747690409_facebook_9.jpg,
meta,23855095537150408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855095537150408_23855095537150408_facebook_9.jpeg,,5878,11.0,"R$ 97,44",12/05/2023,01/06/2023,707505037025219_23855095537150408_23855095537150408_facebook_9.jpeg,
flash-sales,120222197230670379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120222197230670379_120222197230670379_facebook_9.jpeg,,5848,78.0,"R$ 97,04",24/04/2025,30/04/2025,584486016365317_120222197230670379_120222197230670379_facebook_9.jpeg,
type-champions-league|oferta|hbo-max-600mb|finalize-sua-compra,120242178538250409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120242178538250409_120242178538250409_facebook_9.jpeg,,5831,24.0,"R$ 96,80",16/01/2026,09/02/2026,707505037025219_120242178538250409_120242178538250409_facebook_9.jpeg,
facebook,120201400748540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120201400748540197_120201400748540197_facebook_9.jpeg,,5765,28.0,"R$ 96,48",05/10/2023,06/10/2023,1008236073176348_120201400748540197_120201400748540197_facebook_9.jpeg,
libertadores-paramount,120213167380800409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213167380800409_120213167380800409_facebook_9.jpeg,,5752,20.0,"R$ 95,89",19/07/2024,16/08/2024,707505037025219_120213167380800409_120213167380800409_facebook_9.jpeg,
novas-pracas,120211612067740409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120211612067740409_120211612067740409_facebook_9.jpeg,,5732,11.0,"R$ 95,68",15/05/2024,13/06/2024,707505037025219_120211612067740409_120211612067740409_facebook_9.jpeg,
flash-119,120215313623420409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215313623420409_120215313623420409_facebook_9.jpeg,,5657,30.0,"R$ 95,19",14/10/2024,20/12/2024,707505037025219_120215313623420409_120215313623420409_facebook_9.jpeg,
oculos-vr|oferta|mes-gamer|contrate-agora-e-aproveite,120234235026660409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120234235026660409_120234235026660409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120234235026660409_120234235026660409_facebook_9.mp4,5652,122.0,"R$ 94,77",18/08/2025,03/09/2025,707505037025219_120234235026660409_120234235026660409_facebook_9.jpg,
ze-delivery,120217808183070370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120217808183070370_120217808183070370_facebook_9.jpeg,,5640,20.0,"R$ 94,56",30/10/2024,09/01/2025,5006651156112143_120217808183070370_120217808183070370_facebook_9.jpeg,
consulte,120209133350250409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120209133350250409_120209133350250409_facebook_9.jpeg,,5591,17.0,"R$ 94,23",18/03/2024,20/03/2024,707505037025219_120209133350250409_120209133350250409_facebook_9.jpeg,
ze-delivery,120217808468850370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120217808468850370_120217808468850370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120217808468850370_120217808468850370_facebook_9.mp4,5581,75.0,"R$ 94,10",30/10/2024,09/01/2025,5006651156112143_120217808468850370_120217808468850370_facebook_9.jpg,
the-last-of-us|conteudo|max-600mb|chame-no-whats,120225828859440409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225828859440409_120225828859440409_facebook_9.jpeg,,5580,46.0,"R$ 94,05",07/05/2025,22/05/2025,707505037025219_120225828859440409_120225828859440409_facebook_9.jpeg,
meta,23853503504280408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853503504280408_23853503504280408_facebook_9.jpeg,,5573,18.0,"R$ 94,01",16/01/2023,29/03/2023,707505037025219_23853503504280408_23853503504280408_facebook_9.jpeg,
the-last-of-us|conteudo|max-600mb|chame-no-whats,120229223049950409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229223049950409_120229223049950409_facebook_9.jpeg,,5563,13.0,"R$ 93,15",30/05/2025,31/05/2025,707505037025219_120229223049950409_120229223049950409_facebook_9.jpeg,
pais-redes-sociais,120234050827940197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234050827940197_120234050827940197_facebook_9.jpeg,,5562,52.0,"R$ 93,01",22/07/2025,01/08/2025,1008236073176348_120234050827940197_120234050827940197_facebook_9.jpeg,
ampla,120212679279350670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120212679279350670_120212679279350670_facebook_9.jpeg,,5560,101.0,"R$ 92,91",23/09/2024,30/09/2024,1489403321498685_120212679279350670_120212679279350670_facebook_9.jpeg,
type-robo-bbb|conteudo|700mb-globoplay|contrate-agora,120241936242980409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120241936242980409_120241936242980409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120241936242980409_120241936242980409_facebook_9.mp4,5509,77.0,"R$ 92,88",09/01/2026,10/02/2026,707505037025219_120241936242980409_120241936242980409_facebook_9.jpg,
libertadores|conteudo|paramount-1gb|contrate-agora,120229223049460409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120229223049460409_120229223049460409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120229223049460409_120229223049460409_facebook_9.mp4,5503,71.0,"R$ 92,72",04/11/2025,22/01/2026,707505037025219_120229223049460409_120229223049460409_facebook_9.jpg,
step-1,120231286296310379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/584486016365317_120231286296310379_120231286296310379_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/584486016365317_120231286296310379_120231286296310379_facebook_9.mp4,5482,138.0,"R$ 92,56",01/09/2025,30/10/2025,584486016365317_120231286296310379_120231286296310379_facebook_9.jpg,
atl-2,120217112125430197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217112125430197_120217112125430197_facebook_9.jpeg,,5462,12.0,"R$ 92,44",11/11/2024,11/11/2024,1008236073176348_120217112125430197_120217112125430197_facebook_9.jpeg,
iza-apontando-portal|oferta|700mb-choice|chame-no-whats,120236443498520409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120236443498520409_120236443498520409_facebook_9.jpeg,,5458,87.0,"R$ 92,35",11/10/2025,04/11/2025,707505037025219_120236443498520409_120236443498520409_facebook_9.jpeg,
cavaleiro-dos-sete-reinos|conteudo|hbo-max-600mb|contrate-agora,120242408732780409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120242408732780409_120242408732780409_facebook_9.jpeg,,5455,31.0,"R$ 92,10",24/01/2026,10/02/2026,707505037025219_120242408732780409_120242408732780409_facebook_9.jpeg,
the-last-of-us|conteudo|hbo-max-600mb|contrate-agora,120232230159550409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120232230159550409_120232230159550409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120232230159550409_120232230159550409_facebook_9.mp4,5452,71.0,"R$ 91,07",15/07/2025,22/01/2026,707505037025219_120232230159550409_120232230159550409_facebook_9.jpg,
flash-sale,120225009126980197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120225009126980197_120225009126980197_facebook_9.jpeg,,5432,30.0,"R$ 90,98",03/04/2025,13/04/2025,1008236073176348_120225009126980197_120225009126980197_facebook_9.jpeg,
meta,23854308186900408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23854308186900408_23854308186900408_facebook_9.jpeg,,5418,3.0,"R$ 90,80",21/03/2023,29/03/2023,707505037025219_23854308186900408_23854308186900408_facebook_9.jpeg,
homem-oculos-vr|qualidade|mes-gamer|saiba-mais,120233967552210409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120233967552210409_120233967552210409_facebook_9.jpeg,,5408,20.0,"R$ 90,30",18/08/2025,03/09/2025,707505037025219_120233967552210409_120233967552210409_facebook_9.jpeg,
type-champions-league|oferta|hbo-max-1gb|contrate-agora,120242405697750409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120242405697750409_120242405697750409_facebook_9.jpeg,,5397,71.0,"R$ 90,20",22/01/2026,10/02/2026,707505037025219_120242405697750409_120242405697750409_facebook_9.jpeg,
oferta-119,120213639116460409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213639116460409_120213639116460409_facebook_9.jpeg,,5373,15.0,"R$ 90,16",13/09/2024,14/09/2024,707505037025219_120213639116460409_120213639116460409_facebook_9.jpeg,
mion-teclando|comecar-o-ano|sazonalidade|contrate,120222000315310409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222000315310409_120222000315310409_facebook_9.jpeg,,5357,13.0,"R$ 89,55",26/03/2025,07/05/2025,707505037025219_120222000315310409_120222000315310409_facebook_9.jpeg,
oferta-119,120212465179860409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212465179860409_120212465179860409_facebook_9.jpeg,,5353,49.0,"R$ 89,19",13/06/2024,16/06/2024,707505037025219_120212465179860409_120212465179860409_facebook_9.jpeg,
iza-boca-aberta|oferta|black-friday-fase-2|contrate-agora,120239512623960409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120239512623960409_120239512623960409_facebook_9.jpeg,,5317,30.0,"R$ 89,10",27/11/2025,04/12/2025,707505037025219_120239512623960409_120239512623960409_facebook_9.jpeg,
step-7,120236518463590379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120236518463590379_120236518463590379_facebook_9.jpeg,,5316,96.0,"R$ 88,86",03/12/2025,10/02/2026,584486016365317_120236518463590379_120236518463590379_facebook_9.jpeg,
yellowstone|assinatura|paramount|contrate-agora,120217677865050409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120217677865050409_120217677865050409_facebook_9.jpeg,,5316,17.0,"R$ 88,85",14/01/2025,13/03/2025,707505037025219_120217677865050409_120217677865050409_facebook_9.jpeg,
pinguim|assinatura|max|contratar-agora,120221999624680409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120221999624680409_120221999624680409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120221999624680409_120221999624680409_facebook_9.mp4,5312,31.0,"R$ 88,26",26/03/2025,07/05/2025,707505037025219_120221999624680409_120221999624680409_facebook_9.jpg,
ape305-v1,120237612742030379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/584486016365317_120237612742030379_120237612742030379_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/584486016365317_120237612742030379_120237612742030379_facebook_9.mp4,5298,251.0,"R$ 88,13",23/12/2025,02/02/2026,584486016365317_120237612742030379_120237612742030379_facebook_9.jpg,
iza-mostrando|oferta|black-friday-fase-1|contrate-agora,120238318559250409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120238318559250409_120238318559250409_facebook_9.jpeg,,5295,55.0,"R$ 88,11",04/11/2025,01/12/2025,707505037025219_120238318559250409_120238318559250409_facebook_9.jpeg,
luisaramirezz-v2,120216388024070379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/584486016365317_120216388024070379_120216388024070379_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/584486016365317_120216388024070379_120216388024070379_facebook_9.mp4,5275,36.0,"R$ 87,91",20/02/2025,14/03/2025,584486016365317_120216388024070379_120216388024070379_facebook_9.jpg,
300-200,120212204296050409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212204296050409_120212204296050409_facebook_9.jpeg,,5236,46.0,"R$ 87,47",04/06/2024,13/06/2024,707505037025219_120212204296050409_120212204296050409_facebook_9.jpeg,
meta,23855829243760408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855829243760408_23855829243760408_facebook_9.jpeg,,5218,43.0,"R$ 87,44",07/06/2023,13/06/2023,707505037025219_23855829243760408_23855829243760408_facebook_9.jpeg,
ampla,120212352467020379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120212352467020379_120212352467020379_facebook_9.jpeg,,5217,31.0,"R$ 86,98",03/10/2024,05/11/2024,584486016365317_120212352467020379_120212352467020379_facebook_9.jpeg,
